full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Gareth Barry,39,351734400,Premier League,2016/2017,Midfielder,Everton,2110,923,1187,England,33,9,14,2,1,1,1,0,1,0,0,12,7,5,24,6,18,10,0,0.13,0.04,0.09,0.1,0.08,1055,1.02,88,64,211,2110,0.43,167,223,-1,9
Gareth McAuley,40,313200000,Premier League,2016/2017,Defender,West Bromwich Albion,3143,1647,1496,Northern Ireland,36,19,17,6,3,3,1,1,0,0,0,6,4,2,44,20,24,5,0,0.2,0.03,0.17,0.16,0.18,524,1.26,71,87,629,3143,0.14,109,247,71,2
Gary Cahill,34,503798400,Premier League,2016/2017,Defender,Chelsea,3296,1586,1710,England,37,17,19,6,4,2,0,0,0,0,0,16,8,8,26,11,15,5,0,0.16,0,0.16,0.23,0.11,549,0.71,127,89,659,0,0.14,117,385,18,6
Gastón Ramírez,29,660096000,Premier League,2016/2017,Midfielder,Middlesbrough,1550,821,729,Uruguay,24,10,10,2,2,0,3,2,1,0,0,8,5,3,20,8,12,10,1,0.29,0.17,0.12,0.22,0,775,1.16,78,65,155,517,0.58,144,84,-1,4
Geoff Cameron,35,489884400,Premier League,2016/2017,Defender,Stoke City,1628,810,818,USA,19,9,9,0,0,0,1,0,1,0,0,6,3,3,24,13,11,1,0,0.06,0.06,0,0,0,0,1.33,68,86,1628,1628,0.06,336,198,81,19
George Boyd,34,497055600,Premier League,2016/2017,Midfielder,Burnley,2845,1414,1431,Scotland,36,16,17,2,2,0,1,0,1,0,0,10,6,4,40,12,28,3,0,0.09,0.03,0.06,0.13,0,1423,1.27,71,79,948,2845,0.09,200,233,-1,5
George Friend,32,561423600,Premier League,2016/2017,Defender,Middlesbrough,1960,967,993,England,24,9,11,0,0,0,2,1,1,0,0,6,4,2,34,14,20,4,0,0.09,0.09,0,0,0,0,1.56,58,82,490,980,0.18,327,151,123,25
George Honeyman,26,778978800,Premier League,2016/2017,Midfielder,Sunderland,233,53,180,England,5,0,2,0,0,0,0,0,0,0,0,2,1,1,4,1,3,1,0,0,0,0,0,0,0,1.55,58,47,233,0,0.39,-1,-1,-1,13
Georges-Kevin N'Koudou Mbida,25,792633600,Premier League,2016/2017,Forward,Tottenham Hotspur,46,11,35,France,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,16
Georginio Wijnaldum,29,658281600,Premier League,2016/2017,Midfielder,Liverpool,2978,1461,1517,Netherlands,36,16,17,6,6,0,9,5,4,0,0,11,5,6,36,18,18,2,0,0.45,0.27,0.18,0.37,0,496,1.09,83,83,1489,331,0.06,103,29,-1,7
Gerard Deulofeu,26,763516800,Premier League,2016/2017,Forward,Everton,456,135,321,Spain,11,1,3,0,0,0,0,0,0,0,0,1,0,1,5,1,4,1,0,0,0,0,0,0,0,0.99,91,41,456,0,0.2,315,324,-1,21
Gerhard Tremmel,41,280022400,Premier League,2016/2017,Goalkeeper,Swansea City,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Giannelli Imbula,28,716252400,Premier League,2016/2017,Midfielder,Stoke City,796,325,471,Congo DR,12,4,5,0,0,0,0,0,0,0,0,3,1,2,19,8,11,1,0,0,0,0,0,0,0,2.15,42,66,796,0,0.11,335,339,-1,21
Giedrius Arlauskis,32,565315200,Premier League,2016/2017,Goalkeeper,Watford,0,0,0,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Glen Johnson,36,462063600,Premier League,2016/2017,Defender,Stoke City,1955,1055,900,England,23,11,10,0,0,0,0,0,0,0,0,7,6,1,32,9,23,1,0,0,0,0,0,0,0,1.47,61,85,1955,0,0.05,273,274,109,15
Glenn Whelan,36,442800000,Premier League,2016/2017,Midfielder,Stoke City,2278,1168,1110,Republic of Ireland,30,13,13,0,0,0,1,1,0,0,0,10,7,3,37,16,21,5,0,0.04,0.04,0,0,0,0,1.46,62,76,456,2278,0.2,334,219,-1,22
Glyn Oliver Myhill,37,405648000,Premier League,2016/2017,Goalkeeper,West Bromwich Albion,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gnégnéri Yaya Touré,37,421628400,Premier League,2016/2017,Midfielder,Manchester City,1946,1030,916,Côte d'Ivoire,25,12,10,5,1,4,0,0,0,2,0,10,4,6,15,7,8,4,0,0.23,0,0.23,0.09,0.39,389,0.69,130,78,487,0,0.18,78,291,-1,5
Gökhan Töre,28,695865600,Premier League,2016/2017,Midfielder,West Ham United,241,140,101,Turkey,5,2,1,0,0,0,1,1,0,0,0,1,1,0,4,0,4,0,0,0.37,0.37,0,0,0,0,1.49,60,48,0,241,0,-1,-1,-1,16
Granit Xhaka,27,717548400,Premier League,2016/2017,Midfielder,Arsenal,2486,1164,1322,Switzerland,32,13,15,2,1,1,2,0,2,0,0,11,7,4,30,8,22,7,2,0.14,0.07,0.07,0.08,0.07,1243,1.09,83,78,276,1243,0.33,198,185,-1,8
Grant Leadbitter,34,505440000,Premier League,2016/2017,Midfielder,Middlesbrough,707,340,367,England,13,3,4,1,0,1,0,0,0,0,0,4,3,1,12,6,6,1,0,0.13,0,0.13,0,0.25,707,1.53,59,54,707,0,0.13,141,311,-1,7
Greg Luer,25,786672000,Premier League,2016/2017,Forward,Hull City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Greg Olley,24,823219200,Premier League,2016/2017,Midfielder,Hull City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gylfi Sigurdsson,31,621212400,Premier League,2016/2017,Midfielder,Swansea City,3328,1709,1619,Iceland,38,19,18,9,4,5,13,8,5,3,0,8,6,2,64,30,34,2,0,0.59,0.35,0.24,0.21,0.28,370,1.73,52,88,1664,256,0.05,77,15,-1,2
Hal Robson-Kanu,31,611708400,Premier League,2016/2017,Forward,West Bromwich Albion,681,210,471,Wales,29,1,4,3,1,2,2,0,2,0,0,4,3,1,12,2,10,3,0,0.66,0.26,0.4,0.43,0.38,227,1.59,57,23,227,341,0.4,35,35,-1,8
Harrison Reed,25,791164800,Premier League,2016/2017,Midfielder,Southampton,63,12,51,England,3,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1.43,63,21,0,0,0,-1,-1,-1,19
Harry Arter,30,630806400,Premier League,2016/2017,Midfielder,AFC Bournemouth,2959,1439,1520,Republic of Ireland,35,16,17,1,0,1,4,2,2,0,1,9,5,4,54,23,31,13,1,0.15,0.12,0.03,0,0.06,2959,1.64,55,85,228,740,0.4,260,118,-1,11
Harry Kane,27,743814000,Premier League,2016/2017,Forward,Tottenham Hotspur,2536,1335,1201,England,30,15,14,29,17,12,7,3,4,5,1,14,11,3,19,6,13,3,0,1.28,0.25,1.03,1.15,0.9,87,0.67,133,85,845,362,0.11,1,40,-1,1
Harry Lewis,22,882576000,Premier League,2016/2017,Goalkeeper,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Harry Maguire,27,731289600,Premier League,2016/2017,Defender,Hull City,2306,1132,1174,England,29,12,13,2,1,1,2,1,1,0,0,4,2,2,44,16,28,5,0,0.16,0.08,0.08,0.08,0.08,1153,1.72,52,80,461,1153,0.2,176,162,146,5
Harry Wilson,23,858988800,Premier League,2016/2017,Midfielder,Liverpool,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Harry Winks,24,823219200,Premier League,2016/2017,Midfielder,Tottenham Hotspur,476,294,182,England,21,2,1,1,1,0,1,1,0,0,0,7,6,1,4,4,0,1,0,0.38,0.19,0.19,0.31,0,476,0.76,119,23,476,476,0.19,100,64,-1,13
Håvard Nordtveit,30,645922800,Premier League,2016/2017,Midfielder,West Ham United,955,422,533,Norway,16,5,6,0,0,0,1,0,1,0,0,6,4,2,18,8,10,2,0,0.09,0.09,0,0,0,0,1.7,53,60,478,955,0.19,390,155,-1,19
Hector Bellerin,25,795571200,Premier League,2016/2017,Defender,Arsenal,2498,1332,1166,Spain,33,14,13,1,1,0,4,2,2,0,0,12,9,3,32,12,20,4,0,0.18,0.14,0.04,0.07,0,2498,1.15,78,76,625,625,0.14,222,102,57,14
Henrikh Mkhitaryan,31,601344000,Premier League,2016/2017,Midfielder,Manchester United,1350,638,712,Armenia,24,7,8,4,2,2,1,0,1,0,0,12,5,7,7,4,3,1,0,0.33,0.07,0.27,0.28,0.25,338,0.47,193,56,1350,1350,0.07,62,180,-1,6
Heung-Min Son,28,710550000,Premier League,2016/2017,Forward,Tottenham Hotspur,2066,881,1185,South Korea,34,10,13,14,4,10,6,3,3,0,0,16,11,5,17,3,14,2,0,0.87,0.26,0.61,0.41,0.76,148,0.74,122,61,1033,344,0.09,9,33,-1,3
Heurelho da Silva Gomes,39,351043200,Premier League,2016/2017,Goalkeeper,Watford,3339,1686,1653,Brazil,38,19,19,0,0,0,0,0,0,0,0,7,5,2,62,29,33,1,0,0,0,0,0,0,0,1.67,54,88,3339,0,0.03,401,405,142,24
Hiram Boateng,24,821059200,Premier League,2016/2017,Midfielder,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Hugo Lloris,33,535939200,Premier League,2016/2017,Goalkeeper,Tottenham Hotspur,3005,1530,1475,France,34,17,17,0,0,0,0,0,0,0,0,15,11,4,22,7,15,0,0,0,0,0,0,0,0,0.66,137,88,0,0,0,320,326,13,17
Ibrahim Afellay,34,512780400,Premier League,2016/2017,Midfielder,Stoke City,377,153,224,Netherlands,12,1,2,0,0,0,0,0,0,0,0,4,3,1,4,1,3,0,0,0,0,0,0,0,0,0.95,94,31,0,0,0,271,299,-1,16
Idrissa Gana Gueye,30,622767600,Premier League,2016/2017,Midfielder,Everton,2688,1415,1273,Senegal,33,16,16,1,1,0,1,0,1,0,0,11,7,4,28,11,17,11,0,0.07,0.03,0.03,0.06,0,2688,0.94,96,81,244,2688,0.37,243,232,-1,16
Ikechi Anya,32,568166400,Premier League,2016/2017,Midfielder,Watford,9,0,9,Scotland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,26
İlkay Gündoğan,29,656722800,Premier League,2016/2017,Midfielder,Manchester City,710,447,263,Germany,10,6,3,3,1,2,1,0,1,0,0,3,2,1,8,4,4,0,0,0.51,0.13,0.38,0.2,0.68,237,1.01,89,71,0,710,0,39,115,-1,11
Isaac Ajayi Success,24,820972800,Premier League,2016/2017,Forward,Watford,503,147,356,Nigeria,19,0,2,1,1,0,1,1,0,0,0,3,2,1,9,3,6,2,0,0.36,0.18,0.18,0.61,0,503,1.61,56,26,252,503,0.36,104,73,-1,13
Islam Slimani,32,582591600,Premier League,2016/2017,Forward,Leicester City,1278,814,464,Algeria,23,8,5,7,6,1,4,4,0,1,0,6,6,0,21,8,13,1,0,0.77,0.28,0.49,0.66,0.19,183,1.48,61,56,1278,320,0.07,20,25,-1,2
Jack Butland,27,731721600,Premier League,2016/2017,Goalkeeper,Stoke City,450,180,270,England,5,2,3,0,0,0,0,0,0,0,0,2,1,1,8,4,4,0,0,0,0,0,0,0,0,1.6,56,90,0,0,0,424,424,131,26
Jack Cork,31,614732400,Premier League,2016/2017,Midfielder,Swansea City,2233,1085,1148,England,30,12,13,0,0,0,0,0,0,0,0,5,3,2,45,22,23,7,0,0,0,0,0,0,0,1.81,50,74,319,0,0.28,354,364,-1,20
Jack Rodwell,29,668649600,Premier League,2016/2017,Midfielder,Sunderland,1493,734,759,England,20,8,9,0,0,0,1,0,1,0,0,3,2,1,29,16,13,4,0,0.06,0.06,0,0,0,0,1.75,51,75,373,1493,0.24,415,205,-1,26
Jack Rose,25,791510400,Premier League,2016/2017,Goalkeeper,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jack Stephens,26,759628800,Premier League,2016/2017,Defender,Southampton,1469,755,714,England,17,8,7,0,0,0,1,1,0,0,0,7,4,3,23,10,13,1,0,0.06,0.06,0,0,0,0,1.41,64,86,1469,1469,0.06,267,199,97,15
Jack Wilshere,28,694224000,Premier League,2016/2017,Midfielder,AFC Bournemouth,1949,967,982,England,29,11,11,0,0,0,2,1,1,0,0,9,5,4,42,16,26,4,0,0.09,0.09,0,0,0,0,1.94,46,67,487,975,0.18,380,157,-1,18
Jake Hesketh,24,827884800,Premier League,2016/2017,Midfielder,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jake Livermore,30,627004800,Premier League,2016/2017,Midfielder,West Bromwich Albion,2976,1576,1400,England,37,18,17,1,1,0,1,0,1,0,0,4,2,2,58,22,36,6,1,0.06,0.03,0.03,0.06,0,2976,1.75,51,80,425,2976,0.21,251,236,-1,11
Jakob Haugaard,28,704674800,Premier League,2016/2017,Goalkeeper,Stoke City,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
James Collins,37,430441200,Premier League,2016/2017,Defender,West Ham United,1653,817,836,Wales,22,10,9,2,0,2,0,0,0,0,0,6,5,1,26,10,16,3,0,0.11,0,0.11,0,0.22,827,1.42,64,75,551,0,0.16,158,388,98,9
James Husband,26,757555200,Premier League,2016/2017,Defender,Middlesbrough,59,0,59,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4.58,20,59,0,0,0,-1,-1,-1,27
James McArthur,32,560559600,Premier League,2016/2017,Midfielder,Crystal Palace,2010,1032,978,Scotland,29,12,12,5,4,1,3,1,2,0,0,6,4,2,37,16,21,5,0,0.36,0.13,0.22,0.35,0.09,402,1.66,54,69,402,670,0.22,86,111,-1,3
James McCarthy,29,658368000,Premier League,2016/2017,Midfielder,Everton,613,382,231,Republic of Ireland,12,5,2,1,1,0,1,1,0,0,0,2,2,0,9,4,5,2,0,0.29,0.15,0.15,0.24,0,613,1.32,68,51,307,613,0.29,123,96,-1,17
James McClean,31,609202800,Premier League,2016/2017,Midfielder,West Bromwich Albion,1464,736,728,Republic of Ireland,34,6,7,1,1,0,2,1,1,0,0,6,4,2,23,9,14,9,0,0.18,0.12,0.06,0.12,0,1464,1.41,64,43,163,732,0.55,212,122,-1,12
James Milner,34,505180800,Premier League,2016/2017,Midfielder,Liverpool,3160,1694,1466,England,36,19,17,7,3,4,3,3,0,7,1,12,6,6,34,18,16,5,0,0.28,0.09,0.2,0.16,0.25,451,0.97,93,88,632,1053,0.14,95,161,-1,6
James Morrison,34,517359600,Premier League,2016/2017,Midfielder,West Bromwich Albion,1738,917,821,Scotland,31,10,7,5,3,2,2,1,1,0,0,5,3,2,21,8,13,3,0,0.36,0.1,0.26,0.29,0.22,348,1.09,83,56,579,869,0.16,63,149,-1,4
James Tarkowski,27,722131200,Premier League,2016/2017,Defender,Burnley,553,317,236,England,19,2,2,0,0,0,0,0,0,0,0,5,3,2,9,6,3,1,0,0,0,0,0,0,0,1.46,61,29,553,0,0.16,349,359,106,21
James Tomkins,31,607129200,Premier League,2016/2017,Defender,Crystal Palace,1978,934,1044,England,24,11,12,3,2,1,0,0,0,0,0,6,4,2,33,14,19,4,0,0.14,0,0.14,0.19,0.09,659,1.5,60,82,495,0,0.18,133,393,115,6
James Ward-Prowse,25,783648000,Premier League,2016/2017,Midfielder,Southampton,1884,976,908,England,30,12,10,4,2,2,4,3,1,0,0,11,5,6,25,12,13,4,0,0.38,0.19,0.19,0.18,0.2,471,1.19,75,63,471,471,0.19,96,63,-1,4
James Weir,25,807490800,Premier League,2016/2017,Midfielder,Hull City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jamie Vardy,33,537321600,Premier League,2016/2017,Forward,Leicester City,2808,1337,1471,England,35,15,18,13,9,4,5,3,2,0,0,7,6,1,55,19,36,3,1,0.58,0.16,0.42,0.61,0.24,216,1.76,51,80,702,562,0.13,32,87,-1,1
Jan Kirchhoff,29,654735600,Premier League,2016/2017,Defender,Sunderland,435,323,112,Germany,7,4,1,0,0,0,0,0,0,0,0,0,0,0,10,8,2,1,0,0,0,0,0,0,0,2.07,44,62,435,0,0.21,288,269,163,16
Jan Vertonghen,33,546217200,Premier League,2016/2017,Defender,Tottenham Hotspur,2897,1570,1327,Belgium,33,18,15,0,0,0,0,0,0,0,0,15,11,4,20,8,12,5,0,0,0,0,0,0,0,0.62,145,88,579,0,0.16,321,316,9,21
Jarrod Bowen,23,851040000,Premier League,2016/2017,Forward,Hull City,176,72,104,England,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,3.07,29,25,0,0,0,-1,-1,-1,24
Jason Denayer,25,804294000,Premier League,2016/2017,Defender,Sunderland,1880,973,907,Belgium,24,12,10,0,0,0,0,0,0,0,0,6,4,2,28,14,14,2,0,0,0,0,0,0,0,1.34,67,78,940,0,0.1,278,271,84,15
Jason Puncheon,34,520124400,Premier League,2016/2017,Midfielder,Crystal Palace,3096,1520,1576,England,36,17,18,0,0,0,5,4,1,0,0,7,5,2,49,18,31,9,0,0.15,0.15,0,0,0,0,1.42,63,86,344,619,0.26,363,89,-1,22
Javier Manquillo Gaitán,26,768092400,Premier League,2016/2017,Defender,Sunderland,1427,710,717,Spain,20,7,8,1,0,1,0,0,0,0,0,2,1,1,24,14,10,2,0,0.06,0,0.06,0,0.13,1427,1.51,59,71,714,0,0.13,199,260,116,8
Jay Fulton,26,765414000,Premier League,2016/2017,Midfielder,Swansea City,693,244,449,Scotland,11,3,6,0,0,0,0,0,0,0,0,1,1,0,15,6,9,2,0,0,0,0,0,0,0,1.95,46,63,347,0,0.26,358,356,-1,18
Jay Rodriguez,31,617670000,Premier League,2016/2017,Forward,Southampton,883,488,395,England,24,5,4,5,2,3,2,1,1,0,0,7,6,1,15,7,8,0,0,0.71,0.2,0.51,0.37,0.68,177,1.53,59,37,0,442,0,18,58,-1,3
Jeff Hendrick,28,696816000,Premier League,2016/2017,Midfielder,Burnley,2695,1270,1425,Republic of Ireland,32,14,17,2,2,0,1,1,0,0,0,9,5,4,41,14,27,7,1,0.1,0.03,0.07,0.14,0,1348,1.37,66,84,337,2695,0.27,185,243,-1,6
Jeff Reine-Adelaide,22,884995200,Premier League,2016/2017,Midfielder,Arsenal,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jefferson Antonio Montero Vite,31,620607600,Premier League,2016/2017,Midfielder,Swansea City,373,120,253,Ecuador,13,0,2,0,0,0,1,1,0,0,0,2,1,1,8,2,6,0,0,0.24,0.24,0,0,0,0,1.93,47,29,0,373,0,357,42,-1,13
Jeffrey Schlupp,27,725068800,Premier League,2016/2017,Defender,Crystal Palace,1136,520,616,Ghana,19,6,6,0,0,0,0,0,0,0,0,5,4,1,16,4,12,0,0,0,0,0,0,0,0,1.27,71,60,0,0,0,269,281,74,17
Jeremain Lens,32,564710400,Premier League,2016/2017,Midfielder,Sunderland,67,44,23,Netherlands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.34,67,34,0,0,0,-1,-1,-1,17
Jérémy Pied,31,604195200,Premier League,2016/2017,Defender,Southampton,126,36,90,France,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.71,126,32,0,0,0,-1,-1,-1,18
Jermain Defoe,37,402793200,Premier League,2016/2017,Forward,Sunderland,3323,1710,1613,England,37,19,18,15,8,7,2,1,1,5,0,6,4,2,59,32,27,1,0,0.46,0.05,0.41,0.42,0.39,222,1.6,56,90,3323,1662,0.03,33,209,-1,1
Jerome Sinclair,24,843174000,Premier League,2016/2017,Forward,Watford,113,20,93,England,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.8,113,23,0,0,0,-1,-1,-1,25
Jesse Lingard,27,724377600,Premier League,2016/2017,Midfielder,Manchester United,1367,807,560,England,25,11,7,1,0,1,2,1,1,0,0,10,5,5,12,6,6,3,0,0.2,0.13,0.07,0,0.16,1367,0.79,114,55,456,684,0.2,186,112,-1,15
Jesús Navas,34,501379200,Premier League,2016/2017,Midfielder,Manchester City,1058,451,607,Spain,24,5,7,0,0,0,0,0,0,0,0,7,4,3,16,4,12,2,0,0,0,0,0,0,0,1.36,66,44,529,0,0.17,398,399,-1,22
Joe Allen,30,637372800,Premier League,2016/2017,Midfielder,Stoke City,2936,1404,1532,Wales,36,17,17,6,5,1,2,2,0,0,0,10,7,3,47,16,31,9,0,0.25,0.06,0.18,0.32,0.06,489,1.44,62,82,326,1468,0.28,101,193,-1,2
Joe Gomez,23,864342000,Premier League,2016/2017,Defender,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joe Hart,33,545785200,Premier League,2016/2017,Goalkeeper,Manchester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joe Ledley,33,538358400,Premier League,2016/2017,Midfielder,Crystal Palace,1162,593,569,Wales,18,6,7,1,0,1,0,0,0,0,0,2,1,1,24,13,11,1,0,0.08,0,0.08,0,0.16,1162,1.86,48,65,1162,0,0.08,183,340,-1,11
Joe Williams,23,850003200,Premier League,2016/2017,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joel Asoro,21,925167600,Premier League,2016/2017,Midfielder,Sunderland,9,9,0,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,21
Joel Matip,29,681606000,Premier League,2016/2017,Defender,Liverpool,2455,1375,1080,Cameroon,29,15,12,1,0,1,0,0,0,0,0,9,5,4,25,13,12,3,0,0.04,0,0.04,0,0.08,2455,0.92,98,85,818,0,0.11,227,382,34,11
Joel Pereira Castro,24,835916400,Premier League,2016/2017,Goalkeeper,Manchester United,90,90,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,19
Joel Robles Blázquez,30,645577200,Premier League,2016/2017,Goalkeeper,Everton,1736,926,810,Spain,20,10,9,0,0,0,1,0,1,0,0,10,7,3,15,5,10,2,0,0.05,0.05,0,0,0,0,0.78,116,87,868,1736,0.1,319,211,22,18
Joel Taylor,24,827625600,Premier League,2016/2017,Defender,Stoke City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joel Ward,30,625618800,Premier League,2016/2017,Defender,Crystal Palace,3418,1708,1710,England,38,19,19,0,0,0,1,0,1,0,0,7,5,2,58,24,34,7,0,0.03,0.03,0,0,0,0,1.53,59,90,488,3418,0.18,361,244,120,20
Joey Barton,38,399769200,Premier League,2016/2017,Midfielder,Burnley,1104,467,637,England,14,5,7,1,1,0,0,0,0,0,0,5,3,2,15,5,10,4,0,0.08,0,0.08,0.19,0,1104,1.22,74,79,276,0,0.33,179,298,-1,13
Johann Berg Guðmunds­son,29,656982000,Premier League,2016/2017,Midfielder,Burnley,995,621,374,Iceland,20,6,4,1,1,0,2,1,1,0,0,4,3,1,18,7,11,1,0,0.27,0.18,0.09,0.14,0,995,1.63,55,50,995,498,0.09,172,72,-1,12
John O'Shea,39,357433200,Premier League,2016/2017,Defender,Sunderland,2161,1042,1119,Republic of Ireland,28,13,13,0,0,0,1,0,1,0,0,6,4,2,38,18,20,5,0,0.04,0.04,0,0,0,0,1.58,57,77,432,2161,0.21,413,225,127,28
John Stones,26,770079600,Premier League,2016/2017,Defender,Manchester City,2013,825,1188,England,27,9,14,0,0,0,0,0,0,0,0,6,1,5,27,10,17,1,0,0,0,0,0,0,0,1.21,75,75,2013,0,0.04,409,410,62,24
John Terry,39,344995200,Premier League,2016/2017,Defender,Chelsea,494,314,180,England,9,4,2,1,1,0,0,0,0,0,0,3,3,0,8,5,3,1,0,0.18,0,0.18,0.29,0,494,1.46,62,55,494,0,0.18,107,383,105,14
Joleon Lescott,38,398300400,Premier League,2016/2017,Defender,Sunderland,123,0,123,England,2,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,2.2,41,62,0,0,0,-1,-1,-1,11
Jon Flanagan,27,725846400,Premier League,2016/2017,Defender,Burnley,359,187,172,England,6,2,1,0,0,0,0,0,0,0,0,3,1,2,4,2,2,2,0,0,0,0,0,0,0,1,90,60,180,0,0.5,290,301,42,18
Jonas Olsson,37,416102400,Premier League,2016/2017,Defender,West Bromwich Albion,630,360,270,Sweden,7,4,3,0,0,0,0,0,0,0,0,1,0,1,14,8,6,3,0,0,0,0,0,0,0,2,45,90,210,0,0.43,353,318,158,22
Jonathan Benteke Lifeka,25,799023600,Premier League,2016/2017,Forward,Crystal Palace,6,0,6,Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,13
Jonathan Calleri,27,748738800,Premier League,2016/2017,Forward,West Ham United,532,369,163,Argentina,16,3,1,1,0,1,0,0,0,0,0,7,5,2,2,1,1,0,0,0.17,0,0.17,0,0.55,532,0.34,266,33,0,0,0,113,264,-1,11
Jonathan Leko,21,924908400,Premier League,2016/2017,Forward,West Bromwich Albion,110,100,10,England,9,0,0,0,0,0,1,0,1,0,0,1,1,0,2,2,0,0,0,0.82,0.82,0,0,0,0,1.64,55,12,0,110,0,-1,-1,-1,16
